tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime
217,E10_2,59.5,13.49,196,0.66,#NAME?,2.1,0,tripinfo_n3.14 fcd_n3.14,21,n3.14,0,217.66,0.97,0,3.33,Car,,0,0
217,E8_2,50.56,15.35,201,1,#NAME?,2.1,0,tripinfo_s3.4 fcd_s3.4,16,s3.4,0,172.11,1.1,0,4.04,Car,,0,0
218,E10_3,59.5,13.79,153,0.06,#NAME?,2.1,0,tripinfo_s2.13 fcd_s2.13,65,s2.13,0,206.78,0.99,0,48.62,Car,,1,40
218,E8_3,50.56,14.79,170,0.19,#NAME?,2.1,0,tripinfo_n2.15 fcd_n2.15,48,n2.15,0,210.23,1.06,0,33.28,Car,,1,25
220,E10_3,59.5,12.77,166,1.29,#NAME?,2.1,0,tripinfo_s2.14 fcd_s2.14,54,s2.14,0,206.78,0.92,0,36.53,Car,,1,29
220,E8_3,50.56,15.22,182,0.86,#NAME?,2.1,0,tripinfo_n2.16 fcd_n2.16,38,n2.16,0,210.23,1.1,0,23.11,Car,,1,14
221,E10_3,59.5,14.99,177,0.53,#NAME?,2.1,0,tripinfo_s2.15 fcd_s2.15,44,s2.15,0,206.78,1.08,0,29.32,Car,,1,20
222,E8_3,50.56,13.93,204,0.22,#NAME?,2.1,0,tripinfo_n2.18 fcd_n2.18,18,n2.18,0,210.23,1,0,1.85,Car,,0,0
223,E10_3,59.5,14.4,202,2,#NAME?,2.1,0,tripinfo_s2.17 fcd_s2.17,21,s2.17,0,206.78,1.04,0,5.22,Car,,0,0
224,E10_3,59.5,14.79,189,0.76,#NAME?,2.1,0,tripinfo_s2.16 fcd_s2.16,35,s2.16,0,206.78,1.06,0,19.94,Car,,1,13
232,E8_3,50.56,15.41,216,0.9,#NAME?,2.1,0,tripinfo_n2.19 fcd_n2.19,16,n2.19,0,210.23,1.11,0,1.64,Car,,0,0
233,E10_3,59.5,11.61,212,0.23,#NAME?,2.1,0,tripinfo_s2.18 fcd_s2.18,21,s2.18,0,206.78,0.84,0,1.64,Car,,0,0
236,E2_2,63.53,14.84,123,0.97,#NAME?,2.1,0,tripinfo_w3.12 fcd_w3.12,113,w3.12,0,190.93,1.07,0,99.41,Car,,1,94
236,E9_2,52.3,14.45,218,2,#NAME?,2.1,0,tripinfo_e3.6 fcd_e3.6,18,e3.6,0,194.23,1.04,0,3.66,Car,,0,0
237,E8_3,50.56,14.1,129,0.43,#NAME?,2.1,0,tripinfo_w1.12 fcd_w1.12,108,w1.12,0,230.99,1.02,0,91.36,Car,,1,85
238,E10_3,59.5,15.47,132,0,#NAME?,2.1,0,tripinfo_e1.11 fcd_e1.11,106,e1.11,0,230.72,1.11,0,90.52,Car,,1,85
239,E8_2,50.56,11.42,118,0.15,#NAME?,2.1,0,tripinfo_w1.11 fcd_w1.11,121,w1.11,0,230.99,0.82,0,100.34,Car,,1,97
239,E10_2,59.5,14.01,120,0,#NAME?,2.1,0,tripinfo_e1.10 fcd_e1.10,119,e1.10,0,230.72,1.01,0,101.81,Car,,1,98
239,E2_2,63.53,13.01,133,0.8,#NAME?,2.1,0,tripinfo_w3.13 fcd_w3.13,106,w3.13,0,190.93,0.94,0,90.37,Car,,1,84
239,E8_3,50.56,13.43,140,0.72,#NAME?,2.1,0,tripinfo_w1.13 fcd_w1.13,99,w1.13,0,230.99,0.97,0,81.27,Car,,1,75
240,E10_3,59.5,13.95,156,0,#NAME?,2.1,0,tripinfo_e1.13 fcd_e1.13,84,e1.13,0,230.72,1,0,67.11,Car,,1,61
241,E2_2,63.53,13.95,144,1.63,#NAME?,2.1,0,tripinfo_w3.14 fcd_w3.14,97,w3.14,0,190.93,1,0,81.98,Car,,1,75
241,E10_2,59.5,12.88,144,0,#NAME?,2.1,0,tripinfo_e1.12 fcd_e1.12,97,e1.12,0,230.72,0.93,0,78.53,Car,,1,74
241,E8_3,50.56,12.2,150,0,#NAME?,2.1,0,tripinfo_w1.14 fcd_w1.14,91,w1.14,0,230.99,0.88,0,71.76,Car,,1,66
242,E2_2,63.53,15.65,153,0.47,#NAME?,2.1,0,tripinfo_w3.15 fcd_w3.15,89,w3.15,0,190.93,1.13,0,76.05,Car,,1,67
242,E10_2,59.5,14.32,168,0,#NAME?,2.1,0,tripinfo_e1.14 fcd_e1.14,74,e1.14,0,230.72,1.03,0,57.61,Car,,1,51
242,E10_3,59.5,13.49,180,0,#NAME?,2.1,0,tripinfo_e1.15 fcd_e1.15,62,e1.15,0,230.72,0.97,0,44.2,Car,,1,39
243,E8_3,50.56,12.45,161,0.29,#NAME?,2.1,0,tripinfo_w1.15 fcd_w1.15,82,w1.15,0,230.99,0.9,0,62.48,Car,,1,57
243,E10_3,59.5,15.11,204,0,#NAME?,2.1,0,tripinfo_e1.17 fcd_e1.17,39,e1.17,0,230.72,1.09,0,23.3,Car,,1,16
244,E2_2,63.53,15.86,163,0.3,#NAME?,2.1,0,tripinfo_w3.16 fcd_w3.16,81,w3.16,0,190.93,1.14,0,67.95,Car,,1,58
244,E8_3,50.56,14.3,172,0.58,#NAME?,2.1,0,tripinfo_w1.16 fcd_w1.16,72,w1.16,0,230.99,1.03,0,55.2,Car,,1,47
244,E10_2,59.5,12.15,192,0,#NAME?,2.1,0,tripinfo_e1.16 fcd_e1.16,52,e1.16,0,230.72,0.87,0,32.83,Car,,1,28
245,E8_3,50.56,13.87,183,0.86,#NAME?,2.1,0,tripinfo_w1.17 fcd_w1.17,62,w1.17,0,230.99,1,0,45.03,Car,,1,38
245,E10_2,59.5,15.17,216,0,#NAME?,2.1,0,tripinfo_e1.18 fcd_e1.18,29,e1.18,0,230.72,1.09,0,13.73,Car,,1,6
246,E2_2,63.53,15.03,173,0.13,#NAME?,2.1,0,tripinfo_w3.17 fcd_w3.17,73,w3.17,0,190.93,1.08,0,59.55,Car,,1,49
246,E8_3,50.56,14.83,193,0.15,#NAME?,2.1,0,tripinfo_w1.18 fcd_w1.18,53,w1.18,0,230.99,1.07,0,37.36,Car,,1,29
247,E10_2,59.5,13.21,228,0,#NAME?,2.1,0,tripinfo_e1.19 fcd_e1.19,19,e1.19,0,230.72,0.95,0,1.32,Car,,0,0
248,E8_3,50.56,15.3,204,0.43,#NAME?,2.1,0,tripinfo_w1.19 fcd_w1.19,44,w1.19,0,230.99,1.1,0,28.11,Car,,1,20
249,E8_3,50.56,17.26,215,0.72,#NAME?,2.1,0,tripinfo_w1.20 fcd_w1.20,34,w1.20,0,230.99,1.24,0,20.06,Car,,1,10
250,E2_2,63.53,11.68,184,0.96,#NAME?,2.1,0,tripinfo_w3.18 fcd_w3.18,66,w3.18,0,190.93,0.84,0,48.44,Car,,1,39
250,E8_3,50.56,15.22,225,0.01,#NAME?,2.1,0,tripinfo_w1.21 fcd_w1.21,25,w1.21,0,230.99,1.1,0,9.62,Car,,1,1
252,E2_2,63.53,14.19,194,0.79,#NAME?,2.1,0,tripinfo_w3.19 fcd_w3.19,58,w3.19,0,190.93,1.02,0,42.8,Car,,1,31
254,E2_2,63.53,11.56,205,1.62,#NAME?,2.1,0,tripinfo_w3.20 fcd_w3.20,49,w3.20,0,190.93,0.83,0,31.34,Car,,1,21
254,E8_3,50.56,14.45,236,0.29,#NAME?,2.1,0,tripinfo_w1.22 fcd_w1.22,18,w1.22,0,230.99,1.04,0,1.7,Car,,0,0
256,E2_2,63.53,14.78,214,0.45,#NAME?,2.1,0,tripinfo_w3.21 fcd_w3.21,42,w3.21,0,190.93,1.06,0,27.37,Car,,1,14
257,E2_2,63.53,14.46,224,0.28,#NAME?,2.1,0,tripinfo_w3.22 fcd_w3.22,33,w3.22,0,190.93,1.04,0,18.83,Car,,1,6
258,E10_2,59.5,13.72,240,0,#NAME?,2.1,0,tripinfo_e1.20 fcd_e1.20,18,e1.20,0,230.72,0.99,0,0.91,Car,,0,0
259,E2_2,63.53,14.22,234,0.11,#NAME?,2.1,0,tripinfo_w3.23 fcd_w3.23,25,w3.23,0,190.93,1.02,0,10.29,Car,,0,0
264,E2_2,63.53,13.39,245,0.94,#NAME?,2.1,0,tripinfo_w3.24 fcd_w3.24,19,w3.24,0,190.93,0.96,0,3.58,Car,,0,0
265,E8_2,50.56,18.05,247,0.58,#NAME?,2.1,0,tripinfo_w1.23 fcd_w1.23,18,w1.23,0,230.99,1.3,0,5.06,Car,,0,0
268,E8_2,50.56,15.72,251,1,#NAME?,2.1,0,tripinfo_s3.5 fcd_s3.5,17,s3.5,0,172.11,1.13,0,5.18,Car,,0,0
268,E10_2,59.5,15.68,252,0,#NAME?,2.1,0,tripinfo_e1.21 fcd_e1.21,16,e1.21,0,230.72,1.13,0,1.09,Car,,0,0
271,E2_2,63.53,17.53,255,0.78,#NAME?,2.1,0,tripinfo_w3.25 fcd_w3.25,16,w3.25,0,190.93,1.26,0,4.63,Car,,0,0
273,E9_2,52.3,13.62,254,2,#NAME?,2.1,0,tripinfo_e3.7 fcd_e3.7,19,e3.7,0,194.23,0.98,0,3.31,Car,,0,0
277,E8_2,50.56,13.49,258,0.86,#NAME?,2.1,0,tripinfo_w1.24 fcd_w1.24,19,w1.24,0,230.99,0.97,0,1.45,Car,,0,0
279,E2_4,63.53,14.79,145,1,#NAME?,2.1,0,tripinfo_e2.12 fcd_e2.12,134,e2.12,0,186.34,1.06,0,120.14,Car,,1,116
280,E2_4,63.53,14.3,157,1,#NAME?,2.1,0,tripinfo_e2.13 fcd_e2.13,123,e2.13,0,186.34,1.03,0,109.3,Car,,1,104
281,E9_3,52.3,13.38,143,0.9,#NAME?,2.1,0,tripinfo_w2.9 fcd_w2.9,138,w2.9,0,235.55,0.96,0,119.86,Car,,1,116
281,E9_4,52.3,13.66,158,0.11,#NAME?,2.1,0,tripinfo_w2.10 fcd_w2.10,123,w2.10,0,231.23,0.98,0,105.02,Car,,1,100
282,E2_4,63.53,15.05,169,1,#NAME?,2.1,0,tripinfo_e2.14 fcd_e2.14,113,e2.14,0,186.34,1.08,0,99.14,Car,,1,93
283,E9_3,52.3,13.08,175,1.32,#NAME?,2.1,0,tripinfo_w2.11 fcd_w2.11,108,w2.11,0,235.55,0.94,0,89.05,Car,,1,84
283,E9_4,52.3,13.16,190,0.53,#NAME?,2.1,0,tripinfo_w2.12 fcd_w2.12,93,w2.12,0,231.23,0.95,0,74.1,Car,,1,68
284,E2_4,63.53,12.52,181,1,#NAME?,2.1,0,tripinfo_e2.15 fcd_e2.15,103,e2.15,0,186.34,0.9,0,87.04,Car,,1,82
284,E9_4,52.3,13.47,222,0.95,#NAME?,2.1,0,tripinfo_w2.14 fcd_w2.14,62,w2.14,0,231.23,0.97,0,43.73,Car,,1,38
284,E2_2,63.53,13.75,265,0.61,#NAME?,2.1,0,tripinfo_w3.26 fcd_w3.26,19,w3.26,0,190.93,0.99,0,3.76,Car,,0,0
285,E2_4,63.53,14.38,193,1,#NAME?,2.1,0,tripinfo_e2.16 fcd_e2.16,92,e2.16,0,186.34,1.03,0,78.32,Car,,1,72
285,E9_3,52.3,12.64,207,1.74,#NAME?,2.1,0,tripinfo_w2.13 fcd_w2.13,78,w2.13,0,235.55,0.91,0,58.09,Car,,1,53
286,E9_3,52.3,15.83,237,0.17,#NAME?,2.1,0,tripinfo_w2.15 fcd_w2.15,49,w2.15,0,235.55,1.14,0,33.18,Car,,1,25
286,E9_4,52.3,12.71,253,0.38,#NAME?,2.1,0,tripinfo_w2.16 fcd_w2.16,33,w2.16,0,231.23,0.92,0,13.49,Car,,1,8
287,E2_4,63.53,13.46,205,1,#NAME?,2.1,0,tripinfo_e2.17 fcd_e2.17,82,e2.17,0,186.34,0.97,0,66.82,Car,,1,61
288,E2_4,63.53,13.82,217,1,#NAME?,2.1,0,tripinfo_e2.18 fcd_e2.18,71,e2.18,0,186.34,0.99,0,56.56,Car,,1,50
289,E2_4,63.53,14.07,229,1,#NAME?,2.1,0,tripinfo_e2.19 fcd_e2.19,60,e2.19,0,186.34,1.01,0,46.12,Car,,1,40
289,E9_3,52.3,13.14,269,0.59,#NAME?,2.1,0,tripinfo_w2.17 fcd_w2.17,20,w2.17,0,235.55,0.95,0,1.3,Car,,0,0
291,E2_4,63.53,13.61,241,1,#NAME?,2.1,0,tripinfo_e2.20 fcd_e2.20,50,e2.20,0,186.34,0.98,0,35.2,Car,,1,29
292,E2_4,63.53,13.4,253,1,#NAME?,2.1,0,tripinfo_e2.21 fcd_e2.21,39,e2.21,0,186.34,0.96,0,24.29,Car,,1,18
295,E2_4,63.53,12.1,265,1,#NAME?,2.1,0,tripinfo_e2.22 fcd_e2.22,30,e2.22,0,186.34,0.87,0,13.1,Car,,1,8
296,E2_4,63.53,16.59,277,1,#NAME?,2.1,0,tripinfo_e2.23 fcd_e2.23,19,e2.23,0,186.34,1.19,0,6.65,Car,,0,0
304,E9_3,52.3,13.66,285,0.8,#NAME?,2.1,0,tripinfo_w2.18 fcd_w2.18,19,w2.18,0,235.55,0.98,0,1.04,Car,,0,0
306,E2_4,63.53,13.02,289,1,#NAME?,2.1,0,tripinfo_e2.24 fcd_e2.24,17,e2.24,0,186.34,0.94,0,1.16,Car,,0,0
308,E2_3,63.53,14.1,215,0.08,#NAME?,2.1,0,tripinfo_n1.24 fcd_n1.24,93,n1.24,0,198.73,1.02,0,78.38,Car,,1,71
309,E2_2,63.53,12.12,189,0.95,#NAME?,2.1,0,tripinfo_n1.21 fcd_n1.21,120,n1.21,0,198.73,0.87,0,103.14,Car,,1,100
309,E2_3,63.53,13.75,233,0.17,#NAME?,2.1,0,tripinfo_n1.26 fcd_n1.26,76,n1.26,0,198.73,0.99,0,61.52,Car,,1,54
309,E9_2,52.3,13.62,290,2,#NAME?,2.1,0,tripinfo_e3.8 fcd_e3.8,19,e3.8,0,194.23,0.98,0,3.31,Car,,0,0
310,E9_3,52.3,13.94,195,0,#NAME?,2.1,0,tripinfo_s1.39 fcd_s1.39,115,s1.39,0,198.26,1,0,100.05,Car,,2,93
310,E2_2,63.53,16,224,0.13,#NAME?,2.1,0,tripinfo_n1.25 fcd_n1.25,86,n1.25,0,198.73,1.15,0,73.27,Car,,1,64
311,E9_3,52.3,14.87,205,0,#NAME?,2.1,0,tripinfo_s1.41 fcd_s1.41,106,s1.41,0,198.26,1.07,0,92.23,Car,,1,85
311,E2_3,63.53,14.51,251,0.26,#NAME?,2.1,0,tripinfo_n1.28 fcd_n1.28,60,n1.28,0,198.73,1.04,0,45.54,Car,,1,38
312,E9_2,52.3,11.5,190,0,#NAME?,2.1,0,tripinfo_s1.38 fcd_s1.38,122,s1.38,0,198.26,0.83,0,103.98,Car,,1,100
312,E2_2,63.53,12.21,242,0.22,#NAME?,2.1,0,tripinfo_n1.27 fcd_n1.27,70,n1.27,0,198.73,0.88,0,53,Car,,1,47
312,E2_3,63.53,15.01,269,0.35,#NAME?,2.1,0,tripinfo_n1.30 fcd_n1.30,43,n1.30,0,198.73,1.08,0,29.28,Car,,1,21
313,E9_2,52.3,13.67,200,0,#NAME?,2.1,0,tripinfo_s1.40 fcd_s1.40,113,s1.40,0,198.26,0.98,0,98.02,Car,,1,91
313,E9_3,52.3,13.46,215,0,#NAME?,2.1,0,tripinfo_s1.43 fcd_s1.43,98,s1.43,0,198.26,0.97,0,82.51,Car,,1,77
313,E2_2,63.53,14.6,260,0.31,#NAME?,2.1,0,tripinfo_n1.29 fcd_n1.29,53,n1.29,0,198.73,1.05,0,38.93,Car,,1,31
313,E2_3,63.53,16.07,287,0.44,#NAME?,2.1,0,tripinfo_n1.32 fcd_n1.32,26,n1.32,0,198.73,1.16,0,13.4,Car,,1,4
314,E9_2,52.3,15.94,210,0,#NAME?,2.1,0,tripinfo_s1.42 fcd_s1.42,104,s1.42,0,198.26,1.15,0,91.29,Car,,1,82
314,E2_2,63.53,13.47,278,0.4,#NAME?,2.1,0,tripinfo_n1.31 fcd_n1.31,36,n1.31,0,198.73,0.97,0,21.16,Car,,1,14
315,E9_3,52.3,12.29,225,0,#NAME?,2.1,0,tripinfo_s1.45 fcd_s1.45,90,s1.45,0,198.26,0.88,0,73.35,Car,,1,68
316,E9_2,52.3,15.85,220,0,#NAME?,2.1,0,tripinfo_s1.44 fcd_s1.44,96,s1.44,0,198.26,1.14,0,82.51,Car,,1,74
316,E9_3,52.3,14.04,235,0,#NAME?,2.1,0,tripinfo_s1.47 fcd_s1.47,81,s1.47,0,198.26,1.01,0,66.62,Car,,1,60
316,E2_2,63.53,12.55,296,0.49,#NAME?,2.1,0,tripinfo_n1.33 fcd_n1.33,20,n1.33,0,198.73,0.9,0,3.57,Car,,0,0
317,E2_2,63.53,14.82,206,0.04,#NAME?,2.1,0,tripinfo_n1.23 fcd_n1.23,111,n1.23,0,198.73,1.07,0,97.31,Car,,2,89
317,E9_2,52.3,13.47,230,0,#NAME?,2.1,0,tripinfo_s1.46 fcd_s1.46,87,s1.46,0,198.26,0.97,0,71.81,Car,,1,65
317,E8_2,50.56,15.45,301,1,#NAME?,2.1,0,tripinfo_s3.6 fcd_s3.6,16,s3.6,0,172.11,1.11,0,4.08,Car,,0,0
319,E9_2,52.3,12.19,240,0,#NAME?,2.1,0,tripinfo_s1.48 fcd_s1.48,79,s1.48,0,198.26,0.88,0,61.8,Car,,1,57
321,E9_3,52.3,9.85,245,0,#NAME?,2.1,0,tripinfo_s1.49 fcd_s1.49,76,s1.49,0,198.26,0.71,0,54.88,Car,,1,51
321,E9_2,52.3,10.45,250,0,#NAME?,2.1,0,tripinfo_s1.50 fcd_s1.50,71,s1.50,0,198.26,0.75,0,51.76,Car,,1,48
321,E2_2,63.53,13.55,305,0.53,#NAME?,2.1,0,tripinfo_n1.34 fcd_n1.34,16,n1.34,0,198.73,0.98,0,0.89,Car,,0,0
322,E9_3,52.3,13.39,255,0,#NAME?,2.1,0,tripinfo_s1.51 fcd_s1.51,67,s1.51,0,198.26,0.96,0,51.55,Car,,1,43
322,E9_2,52.3,13.62,260,0,#NAME?,2.1,0,tripinfo_s1.52 fcd_s1.52,62,s1.52,0,198.26,0.98,0,47.34,Car,,1,39
323,E9_3,52.3,14.85,265,0,#NAME?,2.1,0,tripinfo_s1.53 fcd_s1.53,58,s1.53,0,198.26,1.21,0,45.84,Car,,1,34
324,E9_2,52.3,14.15,270,0,#NAME?,2.1,0,tripinfo_s1.54 fcd_s1.54,54,s1.54,0,198.26,1.02,0,39.17,Car,,1,31
324,E9_3,52.3,13.6,275,0,#NAME?,2.1,0,tripinfo_s1.55 fcd_s1.55,49,s1.55,0,198.26,0.98,0,34.42,Car,,1,26
325,E2_2,63.53,13.36,198,0.99,#NAME?,2.1,0,tripinfo_n1.22 fcd_n1.22,127,n1.22,0,198.73,0.96,0,111.9,Car,,2,106
325,E9_2,52.3,16.38,305,0,#NAME?,2.1,0,tripinfo_s1.61 fcd_s1.61,20,s1.61,0,198.26,1.18,0,7.3,Car,,0,0
326,E9_2,52.3,15.77,280,0,#NAME?,2.1,0,tripinfo_s1.56 fcd_s1.56,46,s1.56,0,198.26,1.14,0,33.11,Car,,1,22
326,E9_3,52.3,15.31,285,0,#NAME?,2.1,0,tripinfo_s1.57 fcd_s1.57,41,s1.57,0,198.26,1.1,0,27.27,Car,,1,17
327,E9_3,52.3,13.71,295,0,#NAME?,2.1,0,tripinfo_s1.59 fcd_s1.59,32,s1.59,0,198.26,0.99,0,17.2,Car,,1,8
328,E10_2,59.5,13.83,210,0.71,#NAME?,2.1,0,tripinfo_n3.15 fcd_n3.15,118,n3.15,0,217.66,1,0,101.73,Car,,3,94
328,E9_2,52.3,14.48,290,0,#NAME?,2.1,0,tripinfo_s1.58 fcd_s1.58,38,s1.58,0,198.26,1.04,0,23.37,Car,,1,14
329,E9_2,52.3,15.2,300,0,#NAME?,2.1,0,tripinfo_s1.60 fcd_s1.60,29,s1.60,0,198.26,1.09,0,15.33,Car,,1,5
329,E9_3,52.3,11.45,310,0,#NAME?,2.1,0,tripinfo_s1.62 fcd_s1.62,19,s1.62,0,198.26,0.82,0,1.29,Car,,0,0
330,E2_2,63.53,13.22,314,0.58,#NAME?,2.1,0,tripinfo_n1.35 fcd_n1.35,16,n1.35,0,198.73,0.95,0,0.87,Car,,0,0
331,E9_2,52.3,13.95,315,0,#NAME?,2.1,0,tripinfo_s1.63 fcd_s1.63,16,s1.63,0,198.26,1,0,1.27,Car,,0,0
332,E10_2,59.5,12.66,225,1.75,#NAME?,2.1,0,tripinfo_n3.16 fcd_n3.16,107,n3.16,0,217.66,0.91,0,88.1,Car,,3,79
333,E10_2,59.5,12.95,239,1.8,#NAME?,2.1,0,tripinfo_n3.17 fcd_n3.17,94,n3.17,0,217.66,0.93,0,76.28,Car,,3,67
335,E10_2,59.5,13.29,252,0.85,#NAME?,2.1,0,tripinfo_n3.18 fcd_n3.18,83,n3.18,0,217.66,0.96,0,65.49,Car,,3,55
337,E10_2,59.5,13.46,266,0.89,#NAME?,2.1,0,tripinfo_n3.19 fcd_n3.19,71,n3.19,0,217.66,0.97,0,53.59,Car,,3,43
337,E9_2,52.3,12.98,320,0,#NAME?,2.1,0,tripinfo_s1.64 fcd_s1.64,17,s1.64,0,198.26,0.93,0,0.85,Car,,0,0
337,E2_2,63.53,16.12,323,0.62,#NAME?,2.1,0,tripinfo_n1.36 fcd_n1.36,14,n1.36,0,198.73,1.16,0,1.14,Car,,0,0
338,E10_2,59.5,15.21,280,0.94,#NAME?,2.1,0,tripinfo_n3.20 fcd_n3.20,58,n3.20,0,217.66,1.09,0,43.15,Car,,3,30
339,E9_2,52.3,15.36,325,0,#NAME?,2.1,0,tripinfo_s1.65 fcd_s1.65,14,s1.65,0,198.26,1.11,0,1.05,Car,,0,0
341,E10_2,59.5,13.28,294,0.99,#NAME?,2.1,0,tripinfo_n3.21 fcd_n3.21,47,n3.21,0,217.66,0.96,0,29.5,Car,,3,18
343,E9_2,52.3,16.22,326,2,#NAME?,2.1,0,tripinfo_e3.9 fcd_e3.9,17,e3.9,0,194.23,1.17,0,4.33,Car,,0,0
344,E10_2,59.5,12.04,307,0.03,#NAME?,2.1,0,tripinfo_n3.22 fcd_n3.22,37,n3.22,0,217.66,0.87,0,17.76,Car,,1,8
345,E10_2,59.5,16.45,321,0.08,#NAME?,2.1,0,tripinfo_n3.23 fcd_n3.23,24,n3.23,0,217.66,1.18,0,9.95,Car,,0,0
347,E9_2,52.3,13.19,330,0,#NAME?,2.1,0,tripinfo_s1.66 fcd_s1.66,17,s1.66,0,198.26,0.95,0,1.09,Car,,0,0
349,E2_2,63.53,13.06,332,0.67,#NAME?,2.1,0,tripinfo_n1.37 fcd_n1.37,17,n1.37,0,198.73,0.94,0,0.85,Car,,0,0
352,E9_2,52.3,12.47,335,0,#NAME?,2.1,0,tripinfo_s1.67 fcd_s1.67,17,s1.67,0,198.26,0.9,0,0.8,Car,,0,0
353,E8_3,50.56,15.66,227,0.58,#NAME?,2.1,0,tripinfo_n2.20 fcd_n2.20,126,n2.20,0,210.23,1.13,0,112.11,Car,,1,107
353,E10_2,59.5,15.75,335,0.13,#NAME?,2.1,0,tripinfo_n3.24 fcd_n3.24,18,n3.24,0,217.66,1.13,0,3.73,Car,,0,0
355,E8_3,50.56,15.44,238,0.26,#NAME?,2.1,0,tripinfo_n2.21 fcd_n2.21,117,n2.21,0,210.23,1.11,0,102.38,Car,,1,96
356,E10_3,59.5,13.31,224,0.47,#NAME?,2.1,0,tripinfo_s2.19 fcd_s2.19,132,s2.19,0,206.78,0.96,0,115.69,Car,,1,111
358,E10_3,59.5,13.51,236,0.7,#NAME?,2.1,0,tripinfo_s2.20 fcd_s2.20,122,s2.20,0,206.78,0.97,0,105.34,Car,,1,99
359,E10_3,59.5,14.09,248,0.94,#NAME?,2.1,0,tripinfo_s2.21 fcd_s2.21,111,s2.21,0,206.78,1.01,0,95.17,Car,,1,89
359,E8_3,50.56,11.61,250,0.94,#NAME?,2.1,0,tripinfo_n2.22 fcd_n2.22,109,n2.22,0,210.23,0.84,0,89.58,Car,,1,85
360,E8_3,50.56,11.87,261,0.62,#NAME?,2.1,0,tripinfo_n2.23 fcd_n2.23,99,n2.23,0,210.23,0.85,0,80.41,Car,,1,75
361,E8_3,50.56,14.41,272,0.3,#NAME?,2.1,0,tripinfo_n2.24 fcd_n2.24,89,n2.24,0,210.23,1.04,0,73.82,Car,,1,66
362,E10_3,59.5,12.04,259,0.17,#NAME?,2.1,0,tripinfo_s2.22 fcd_s2.22,103,s2.22,0,206.78,0.87,0,84.26,Car,,1,79
363,E8_3,50.56,13.36,284,0.98,#NAME?,2.1,0,tripinfo_n2.25 fcd_n2.25,79,n2.25,0,210.23,0.96,0,62.05,Car,,1,56
363,E10_3,59.5,13.34,342,0.82,#NAME?,2.1,0,tripinfo_s2.29 fcd_s2.29,21,s2.29,0,206.78,0.96,0,4.36,Car,,0,0
364,E8_3,50.56,14.68,295,0.65,#NAME?,2.1,0,tripinfo_n2.26 fcd_n2.26,69,n2.26,0,210.23,1.06,0,53.79,Car,,1,46
365,E8_3,50.56,15.75,306,0.33,#NAME?,2.1,0,tripinfo_n2.27 fcd_n2.27,59,n2.27,0,210.23,1.13,0,45.04,Car,,1,36
366,E10_3,59.5,10.53,271,0.41,#NAME?,2.1,0,tripinfo_s2.23 fcd_s2.23,95,s2.23,0,206.78,0.76,0,74.3,Car,,1,68
367,E10_3,59.5,14.59,283,0.64,#NAME?,2.1,0,tripinfo_s2.24 fcd_s2.24,84,s2.24,0,206.78,1.05,0,69.24,Car,,1,57
367,E8_3,50.56,14.2,317,0.01,#NAME?,2.1,0,tripinfo_n2.28 fcd_n2.28,50,n2.28,0,210.23,1.02,0,33.92,Car,,1,27
367,E8_2,50.56,15.49,351,1,#NAME?,2.1,0,tripinfo_s3.7 fcd_s3.7,16,s3.7,0,172.11,1.11,0,4.09,Car,,0,0
368,E8_3,50.56,13.88,329,0.69,#NAME?,2.1,0,tripinfo_n2.29 fcd_n2.29,39,n2.29,0,210.23,1,0,22.94,Car,,1,16
369,E10_3,59.5,13.77,296,1.88,#NAME?,2.1,0,tripinfo_s2.25 fcd_s2.25,73,s2.25,0,206.78,0.99,0,56.59,Car,,1,44
370,E10_3,59.5,16.07,306,0.11,#NAME?,2.1,0,tripinfo_s2.26 fcd_s2.26,64,s2.26,0,206.78,1.16,0,50.2,Car,,1,37
370,E8_3,50.56,14.36,340,0.37,#NAME?,2.1,0,tripinfo_n2.30 fcd_n2.30,30,n2.30,0,210.23,1.03,0,13.84,Car,,1,7
371,E10_3,59.5,14.03,318,0.35,#NAME?,2.1,0,tripinfo_s2.27 fcd_s2.27,53,s2.27,0,206.78,1.01,0,37.48,Car,,1,27
371,E10_2,59.5,12.56,349,0.18,#NAME?,2.1,0,tripinfo_n3.25 fcd_n3.25,22,n3.25,0,217.66,0.9,0,3.01,Car,,0,0
371,E8_3,50.56,13.83,352,1.05,#NAME?,2.1,0,tripinfo_n2.31 fcd_n2.31,19,n2.31,0,210.23,1,0,2.79,Car,,0,0
373,E10_3,59.5,13.62,331,1.58,#NAME?,2.1,0,tripinfo_s2.28 fcd_s2.28,42,s2.28,0,206.78,0.98,0,25.54,Car,,1,16
374,E10_3,59.5,15.84,353,0.05,#NAME?,2.1,0,tripinfo_s2.30 fcd_s2.30,21,s2.30,0,206.78,1.14,0,6.96,Car,,0,0
